,exp,rate_won,ave_w_speed
0,40.0,0.24591918651324593,1.3643487283019733
1,35.0,0.2463932107496464,1.3394153295090874
2,30.0,0.26105610561056103,1.3567754006364396
3,25.0,0.3413861386138614,1.3643966985717126
4,20.0,0.39801980198019804,1.359526428770999
5,15.0,0.4409240924092409,1.3548057760427954
6,10.0,0.5465346534653466,1.3644113173607244
7,5.0,0.6415841584158416,1.346361735495273
