,exp,rate_won,ave_w_speed
0,40.0,0.4925074925074925,1.3141917922962731
1,35.0,0.502668759811617,1.3165028343165595
2,30.0,0.5492174492174492,1.3127765515109087
3,25.0,0.6011188811188811,1.317458859229623
4,20.0,0.6679320679320679,1.3191030327141022
5,15.0,0.7324675324675325,1.3196932654307434
6,10.0,0.7728271728271728,1.3271680462607245
7,5.0,0.8327672327672327,1.3281863723437846
