,exp,rate_won,ave_w_speed
0,40.0,0.5458924270805459,1.310647711481512
1,35.0,0.594059405940594,1.305123565311884
2,30.0,0.6,1.3041381073787826
3,25.0,0.6403960396039604,1.3115517376108037
4,20.0,0.697029702970297,1.3141287719051002
5,15.0,0.7663366336633664,1.3112065943200695
6,10.0,0.8277227722772277,1.3152278469205667
7,5.0,0.8534653465346534,1.3189058714653101
