,exp,rate_won,ave_w_speed
0,40.0,0.09740433502809741,1.3688934860004307
1,35.0,0.09787835926449788,1.364345703823159
2,30.0,0.11122112211221122,1.3556379241288172
3,25.0,0.11564356435643565,1.3565675448279106
4,20.0,0.1485148514851485,1.3590658610500057
5,15.0,0.21386138613861386,1.369735491772295
6,10.0,0.2316831683168317,1.3599430911599661
7,5.0,0.33663366336633666,1.3544990422358938
