,exp,rate_won,ave_w_speed
0,40.0,0.2122023013112122,1.3075255795962644
1,35.0,0.21442715700141443,1.3122911655305434
2,30.0,0.24686468646864687,1.3153201423308283
3,25.0,0.2978217821782178,1.3138487164863581
4,20.0,0.3123762376237624,1.3178218242356314
5,15.0,0.4,1.3307569580534075
6,10.0,0.4594059405940594,1.3228742660309845
7,5.0,0.5663366336633663,1.3242796129315346
